window,row,datetime,action,equity,long,short,entries
W1,56732,2026-06-26 22:00:00,1,9487.805187895798,True,False,9
W1,56733,2026-06-26 23:00:00,1,9495.589955318508,True,False,9
W1,56734,2026-06-27 00:00:00,1,9489.554338048496,True,False,9
W1,56735,2026-06-27 01:00:00,1,9471.614747950302,True,False,9
W1,56736,2026-06-27 02:00:00,1,9526.043930912847,True,False,9
W1,56737,2026-06-27 03:00:00,1,9528.52755131315,True,False,9
W1,56738,2026-06-27 04:00:00,1,9518.140043525611,True,False,9
W1,56739,2026-06-27 05:00:00,1,9517.630234765507,True,False,9
W1,56740,2026-06-27 06:00:00,1,9538.78050908894,True,False,9
W1,56741,2026-06-27 07:00:00,1,9566.818139288853,True,False,9
W1,56742,2026-06-27 08:00:00,1,9552.270690771189,True,False,9
W1,56743,2026-06-27 09:00:00,1,9545.732671163738,True,False,9
W1,56744,2026-06-27 10:00:00,1,9546.626996700526,True,False,9
W1,56745,2026-06-27 11:00:00,1,9537.678803717536,True,False,9
W1,56746,2026-06-27 12:00:00,1,9548.162594999718,True,False,9
W1,56747,2026-06-27 13:00:00,1,9573.182725165567,True,False,9
W1,56748,2026-06-27 14:00:00,1,9576.840263558257,True,False,9
W1,56749,2026-06-27 15:00:00,1,9612.953363270477,True,False,9
W1,56750,2026-06-27 16:00:00,1,9607.886135763898,True,False,9
W1,56751,2026-06-27 17:00:00,1,9548.813862534782,False,False,9
W1,56752,2026-06-27 18:00:00,1,9541.739265906499,True,False,10
W1,56753,2026-06-27 19:00:00,1,9479.528992133311,True,False,10
W1,56754,2026-06-27 20:00:00,1,9499.070735846924,True,False,10
W1,56755,2026-06-27 21:00:00,1,9483.919530956144,True,False,10
W1,56756,2026-06-27 22:00:00,1,9487.878092448402,True,False,10
W1,56757,2026-06-27 23:00:00,1,9456.380053103732,True,False,10
W1,56758,2026-06-28 00:00:00,1,9474.811085874779,True,False,10
W1,56759,2026-06-28 01:00:00,1,9486.817840396301,True,False,10
W1,56760,2026-06-28 02:00:00,1,9475.511972170392,True,False,10
W1,56761,2026-06-28 03:00:00,1,9482.851279323846,True,False,10
W1,56762,2026-06-28 04:00:00,1,9472.763193344663,True,False,10
W1,56763,2026-06-28 05:00:00,1,9450.10592082096,True,False,10
W1,56764,2026-06-28 06:00:00,1,9452.255961836652,True,False,10
W1,56765,2026-06-28 07:00:00,1,9486.466474220011,True,False,10
